도로명,색상,도로 길이,시작지점,종착지점,경유 행정구역,좌표데이터
"덕북고속도로","#964545","17017m","효빈광역시 탄성군 고해읍 이식리","효빈광역시 탄성군 정근면 사촌리","효빈광역시 탄성군 고해읍 이식리 | 효빈광역시 탄성군 정근면 익목리 | 효빈광역시 탄성군 정근면 구생리 | 효빈광역시 탄성군 정근면 사촌리 | 효빈광역시 탄성군 도향면 시초리","[-25374,45408]; [-25774,45712]; [-25774,47680]; [-25262,48768]; [-25390,51008]; [-24238,52480]; [-21551,61312]"
"남약산로","#7777aa","27313m","덕빈북도 선곡군 귀총면 갑부리","덕빈북도 약산시 우부동","덕빈북도 선곡군 귀총면 갑부리 | 효빈광역시 탄성군 고해읍 전추리 | 효빈광역시 안천구 칠채동(남동) | 효빈광역시 탄성군 도향면 반주리 | 효빈광역시 탄성군 도향면 분음리 | 덕빈북도 약산시 산형동(대염동) | 덕빈북도 약산시 약산2동(약산동) | 덕빈북도 약산시 우부동(상수구동) | 덕빈북도 약산시 우부동 | 효빈광역시 탄성군 고해읍 장심리 | 효빈광역시 탄성군 도향면 일일리 | 효빈광역시 탄성군 도향면 춘일경리","[-34252,40080]; [-32188,40000]; [-30781,40048]; [-30269,40320]; [-29565,41040]; [-29469,41840]; [-29741,48656]; [-28734,49936]; [-28750,56592]; [-28686,59616]; [-27630,60144]; [-26766,60256]; [-26046,61296]"
"약산대로","#7777aa","16372m","덕빈북도 약산시 근강면 청묘리","덕빈북도 약산시 역성동(역석동)","덕빈북도 약산시 근강면 청묘리 | 덕빈북도 약산시 화소읍 상내리 | 덕빈북도 약산시 홍하면 홍하리 | 덕빈북도 약산시 화소읍 하내장리 | 덕빈북도 약산시 화소읍 서판리 | 덕빈북도 약산시 역성동(역석동) | 덕빈북도 약산시 홍하면 니지리 | 덕빈북도 약산시 약산1동(역석동) | 덕빈북도 약산시 약산2동(약산동)","[-21743,68400]; [-23295,67552]; [-24558,65056]; [-24638,61280]; [-26206,58672]; [-26558,57872]; [-30668,57744]"
"장곡해안로","#7777aa","12156m","덕빈북도 약산시 장곡읍 마현리","덕빈북도 천주시 궁하구 궁하2동(궁하동)","덕빈북도 약산시 장곡읍 마현리 | 덕빈북도 약산시 장곡읍 무기리 | 덕빈북도 약산시 장곡읍 장선리 | 덕빈북도 천주시 궁하구 궁하1동(궁하동) | 덕빈북도 천주시 궁하구 궁하2동(궁하동)","[-27022,73936]; [-26350,74416]; [-25886,75104]; [-25950,78160]; [-25870,80032]; [-25454,80032]; [-25246,80144]; [-24174,79280]; [-23534,78880]; [-23199,77920]; [-22783,77424]; [-22319,77360]; [-21790,77744]"
"장곡중앙로","#7777aa","7641m","덕빈북도 약산시 장곡읍 장곡리","덕빈북도 약산시 장곡읍 무기리","덕빈북도 약산시 장곡읍 장곡리 | 덕빈북도 약산시 장곡읍 마현리 | 덕빈북도 약산시 근강면 지전리 | 덕빈북도 약산시 장곡읍 무기리","[-27005,71600]; [-25662,71523]; [-25566,72691]; [-25198,73459]; [-24782,73475]; [-24814,75731]; [-24798,77331]"
"근강로","#7777aa","14591m","덕빈북도 약산시 홍하면 평야리","덕빈북도 약산시 장곡읍 장곡리","덕빈북도 약산시 홍하면 평야리 | 덕빈북도 약산시 홍하면 황천리 | 덕빈북도 약산시 근강면 근강리 | 덕빈북도 약산시 근강면 지전리 | 덕빈북도 천주시 궁하구 궁하1동(궁하동) | 덕빈북도 약산시 장곡읍 입주리 | 덕빈북도 약산시 장곡읍 마현리 | 덕빈북도 약산시 장곡읍 장곡리","[-25918,68147]; [-25998,69363]; [-24350,70931]; [-23886,71011]; [-22719,73011]; [-22287,73795]; [-22031,74435]; [-23662,74611]; [-25294,74576]; [-26334,73456]; [-26477,71536]"
"궁하로","#7777aa","4381m","덕빈북도 천주시 궁하구 궁하1동(궁하동)","덕빈북도 천주시 궁하구 서팔1동(서팔동)","덕빈북도 천주시 궁하구 궁하1동(궁하동) | 덕빈북도 천주시 궁하구 서팔1동(서팔동) | 덕빈북도 천주시 궁하구 아이1동(아이동)","[-22030,74192]; [-21678,74336]; [-21166,75184]; [-21054,75360]; [-18254,75280]"
"역전로(천주)","#7777aa","7390m","덕빈북도 천주시 궁하구 산취읍 산취리","덕빈북도 천주시 천성구 천성동(하좌동)","덕빈북도 천주시 궁하구 산취읍 산취리 | 덕빈북도 천주시 궁하구 산취읍 사야리 | 덕빈북도 천주시 천성구 천성동 | 덕빈북도 천주시 천성구 천성동(하좌동) | 덕빈북도 천주시 천성구 관아동(산민동) | 덕빈북도 천주시 천성구 천성동(녹하동)","[-8782,72816]; [-8686,74272]; [-4911,74384]; [-4063,73776]; [-3839,72688]"
"번영로","#7777aa","7057m","덕빈북도 낭원군 내덕면 중야리","덕빈북도 천주시 천성구 천성동","덕빈북도 낭원군 내덕면 중야리 | 덕빈북도 낭원군 내덕면 내덕리 | 덕빈북도 천주시 천성구 천성동(상좌동) | 덕빈북도 천주시 천성구 천성동 | 덕빈북도 천주시 천성구 천성동(평온동) | 덕빈북도 낭원군 내덕면 시발리 | 덕빈북도 천주시 천성구 천성동(관일동)","[-64,73808]; [-1280,73728]; [-3919,74352]; [-4562,74788]; [-5535,75547]; [-5547,75903]; [-5582,76662]"
"시청로(천주)","#7777aa","4197m","덕빈북도 천주시 천성구 천성동(지굴동)","덕빈북도 천주시 천성구 천성동(관일동)","덕빈북도 천주시 천성구 천성동(지굴동) | 덕빈북도 천주시 천성구 천성동 | 덕빈북도 천주시 천성구(평온동) | 덕빈북도 천주시 천성구 천성동(관일동) | 덕빈북도 천주시 천성구 천성동(평온동) | 덕빈북도 천주시 천성구 관아동(평온동)","[-4047,76062]; [-4051,75444]; [-4411,74930]; [-4612,74728]; [-4818,74608]; [-5783,75410]; [-5894,75599]; [-5971,76550]"
"천주대로","#7777aa","2774m","덕빈북도 천주시 천성구 천성동","덕빈북도 천주시 천성구 관아동(관아동2가)","덕빈북도 천주시 천성구 천성동 | 덕빈북도 천주시 천성구(평온동) | 덕빈북도 천주시 천성구 천성동(평온동) | 덕빈북도 천주시 천성구 관아동(관아동2가) | 덕빈북도 천주시 천성구 관아동(관아동1가)","[-3687,75680]; [-5941,75654]; [-5967,75727]; [-6408,75689]"
"관아로","#7777aa","2196m","덕빈북도 천주시 천성구 관아동(중앙동1가)","덕빈북도 천주시 천성구 유원동(원동2가)","덕빈북도 천주시 천성구 관아동(중앙동1가) | 덕빈북도 천주시 천성구 유원동(원동2가) | 덕빈북도 천주시 천성구 관아동(장방동)","[-6396,74364]; [-6451,76559]"
"마야로","#7777aa","4109m","덕빈북도 낭원군 내덕면 석체리","덕빈북도 천주시 천성구 마야동","덕빈북도 낭원군 내덕면 석체리 | 덕빈북도 천주시 천성구 천성동(방상동) | 덕빈북도 천주시 천성구 천성동(지굴동) | 덕빈북도 천주시 천성구 마야동","[-1492,76559]; [-2015,76315]; [-3369,76032]; [-4441,76113]; [-4908,76246]; [-5401,76567]"
"중앙로(천주)","#7777aa","3452m","덕빈북도 천주시 천성구 빈전2동(빈전동)","덕빈북도 천주시 궁하구 산취읍 사야리","덕빈북도 천주시 천성구 빈전2동(빈전동) | 덕빈북도 천주시 천성구 대뢰3동(대뢰동) | 덕빈북도 천주시 궁하구 산취읍 사야리","[-7378,75590]; [-7643,75569]; [-7969,75376]; [-8492,74844]; [-9135,75110]; [-9846,75671]; [-10305,75697]"
"산취조향로","#7777aa","3863m","덕빈북도 천주시 궁하구 산취읍 산취리","덕빈북도 천주시 궁하구 산취읍 산취리","덕빈북도 천주시 궁하구 산취읍 산취리 | 덕빈북도 천주시 궁하구 산취읍 사야리","[-10254,72769]; [-10293,76632]"
"시방로","#7777aa","2845m","덕빈북도 낭원군 내덕면 고남리","덕빈북도 낭원군 내덕면 시발리","덕빈북도 낭원군 내덕면 고남리 | 덕빈북도 낭원군 내덕면 시발리","[-2062,71050]; [-2062,71393]; [-2233,72345]; [-2066,73871]"
"낭원대로","#7777aa","5641m","덕빈북도 치원군 채화면 장내리","덕빈북도 낭원군 내덕면 중야리","덕빈북도 치원군 채화면 장내리 | 덕빈북도 낭원군 내덕면 고남리 | 덕빈북도 낭원군 내덕면 내덕리 | 덕빈북도 낭원군 내덕면 중야리","[-2422,68954]; [-1950,70240]; [-958,71903]; [-285,73339]; [-210,73661]; [-214,73798]; [-9,73991]"
"부진순환로","#7777aa","2320m","덕빈북도 낭원군 내덕면 고남리","덕빈북도 덕현군 부진읍 소심리","덕빈북도 낭원군 내덕면 고남리 | 덕빈북도 덕현군 부진읍 고선리 | 덕빈북도 덕현군 부진읍 소심리","[-2079,69768]; [-1556,69991]; [-64,70909]"
"궁항로","#7777aa","12502m","덕빈북도 천주시 궁하구 산취읍 사야리","덕빈북도 천주시 궁하구 견절동(계고동)","덕빈북도 천주시 궁하구 산취읍 사야리 | 덕빈북도 천주시 궁하구 시곡면 유소리 | 덕빈북도 천주시 궁하구 과림읍 오가리 | 덕빈북도 천주시 궁하구 서팔1동(서팔동) | 덕빈북도 천주시 궁하구 견절동(절천동) | 덕빈북도 천주시 궁하구 아이2동(아이동) | 덕빈북도 천주시 궁하구 견절동(계고동) | 덕빈북도 천주시 궁하구 시곡면 시곡리 | 덕빈북도 천주시 궁하구 과림읍 조향리","[-8800,74288]; [-10111,74320]; [-12943,74752]; [-15758,75120]; [-18061,75168]; [-18941,74592]; [-19820,74288]; [-20990,74016]"
"아이대로","#7777aa","4339m","덕빈북도 천주시 궁하구 견절동(계고동)","덕빈북도 천주시 궁하구 아이2동(아이동)","덕빈북도 천주시 궁하구 견절동(계고동) | 덕빈북도 천주시 궁하구 견절동(절천동) | 덕빈북도 천주시 궁하구 아이2동(아이동) | 덕빈북도 천주시 궁하구 견절동 | 덕빈북도 천주시 궁하구 아이1동(아이동)","[-18912,72754]; [-19495,73337]; [-19775,73728]; [-19794,74316]; [-19761,76761]"
"아이산로","#7777aa","1627m","덕빈북도 천주시 궁하구 서팔1동(서팔동)","덕빈북도 천주시 궁하구(옥동)","덕빈북도 천주시 궁하구 서팔1동(서팔동) | 덕빈북도 천주시 궁하구(옥동) | 덕빈북도 천주시 궁하구 견절동(견고동)","[-18365,74992]; [-18328,75943]; [-18301,76618]"
"서란로","#7777aa","2012m","덕빈북도 천주시 궁하구 서팔2동(서팔동)","덕빈북도 천주시 궁하구 서팔2동(서팔동)","덕빈북도 천주시 궁하구 서팔2동(서팔동)","[-18957,72873]; [-18613,73388]; [-18411,73861]; [-18718,74684]"
"서팔로","#7777aa","3189m","덕빈북도 천주시 궁하구 서팔2동(서팔동)","덕빈북도 천주시 궁하구 과림읍 대수리","덕빈북도 천주시 궁하구 서팔2동(서팔동) | 덕빈북도 천주시 궁하구 과림읍 대수리 | 덕빈북도 천주시 궁하구 과림읍 오가리","[-18420,73981]; [-17768,74348]; [-17359,74955]; [-17377,76664]"
"효빈외곽순환고속도로","#853838","2210m","효빈광역시 북구 채산동(아진동)","효빈광역시 북구 채산동(곡진동)","효빈광역시 북구 채산동(아진동) | 효빈광역시 북구 채산동(아자동) | 효빈광역시 북구 채산동(곡진동)","[-27140,29891]; [-27072,30287]; [-26903,30502]; [-26552,30615]; [-26111,30604]; [-25387,30638]"
"효빈외곽순환선","#9f5050","2701m","효빈광역시 탄성군 고해읍 정명리","효빈광역시 탄성군 소원면 소원리","효빈광역시 탄성군 고해읍 정명리 | 효빈광역시 탄성군 고해읍 천가리 | 효빈광역시 탄성군 소원면 소원리","[-24132,43887]; [-24115,43827]; [-24012,43737]; [-23840,43617]; [-23737,43565]; [-23720,43445]; [-23759,43244]; [-24046,42991]; [-24372,42854]; [-24612,42648]; [-25002,42236]; [-25109,42031]"
"효빈빈주고속도로","#9f5050","817m","효빈광역시 탄성군 고해읍 전추리","효빈광역시 탄성군 고해읍 전추리","효빈광역시 탄성군 고해읍 전추리","[-29821,40856]; [-30077,41632]"
"현삼로","#7777aa","952m","효빈광역시 북구 채산동(신영동)","효빈광역시 안천구 뇌전동","효빈광역시 북구 채산동(신영동) | 효빈광역시 안천구 뇌전동 | 효빈광역시 북구 채산동(수포동)","[-27756,28049]; [-28708,28032]"
"도산로","#7777aa","6097m","효빈광역시 탄성군 도향면 시초리","덕빈북도 선곡군 해로면 광야리","효빈광역시 탄성군 도향면 시초리 | 효빈광역시 탄성군 도향면 영왕리 | 효빈광역시 탄성군 정근면 익목리 | 효빈광역시 탄성군 도향면 분음리 | 덕빈북도 선곡군 해로면 광야리 | 효빈광역시 탄성군 도향면 하공리 | 효빈광역시 탄성군 도향면 초반리","[-25799,46995]; [-26116,47492]; [-27376,49079]; [-27771,49559]; [-28756,49542]; [-29219,49713]; [-30599,49756]"
"약산정로","#7777aa","11730m","덕빈북도 선곡군 해로면 광야리","덕빈북도 약산시 삼미동(북천동)","덕빈북도 선곡군 해로면 광야리 | 덕빈북도 선곡군 해로면 해로리 | 덕빈북도 약산시 약산2동(고곡동) | 덕빈북도 약산시 삼미동(염원동) | 덕빈북도 약산시 삼미동(북천동)","[-30240,49816]; [-30283,53374]; [-30223,53863]; [-29863,54455]; [-29828,56058]; [-29460,57361]; [-29494,59325]; [-29563,60096]; [-29948,60680]; [-29940,61271]"
"역전로(약산)","#7777aa","2477m","덕빈북도 약산시 약산1동(약산동)","덕빈북도 약산시 우부동","덕빈북도 약산시 약산1동(약산동) | 덕빈북도 약산시 우부동 | 덕빈북도 약산시 약산1동(보녕동)","[-27694,57859]; [-26991,60234]"
"정선로","#7777aa","2826m","효빈광역시 탄성군 정근면 구생리","효빈광역시 탄성군 도향면 익목리","효빈광역시 탄성군 정근면 구생리 | 효빈광역시 탄성군 도향면 익목리","[-25456,50845]; [-26767,48341]"
"고암로","#7777aa","1972m","효빈광역시 탄성군 도향면 시초리","효빈광역시 탄성군 도향면 하공리","효빈광역시 탄성군 도향면 시초리 | 효빈광역시 탄성군 도향면 하공리","[-26922,46472]; [-26956,48444]"
"우모로","#7777aa","2033m","덕빈북도 선곡군 해로면 광야리","효빈광역시 탄성군 도향면 분음리","덕빈북도 선곡군 해로면 광야리 | 효빈광역시 탄성군 도향면 분음리","[-30591,51282]; [-28756,50408]"
"도성로","#7777aa","4882m","효빈광역시 탄성군 정근면 구생리","덕빈북도 선곡군 해로면 광야리","효빈광역시 탄성군 정근면 구생리 | 효빈광역시 탄성군 정근면 처구리 | 효빈광역시 탄성군 도향면 처구리 | 덕빈북도 선곡군 해로면 광야리 | 효빈광역시 탄성군 도향면 춘일경리","[-25499,50871]; [-26767,51402]; [-27462,51762]; [-30187,51771]"
"영내로","#7777aa","7877m","효빈광역시 탄성군 역성동 층부리","효빈광역시 탄성군 정근면 처구리","효빈광역시 탄성군 역성동 층부리 | 효빈광역시 탄성군 정근면 층부리 | 효빈광역시 탄성군 정근면 처구리 | 덕빈북도 약산시 산형동 | 효빈광역시 탄성군 정근면 촌주리","[-29777,56092]; [-26588,56092]; [-26588,53734]; [-26785,53366]; [-26819,51454]"
"산탄로","#7777aa","3327m","덕빈북도 약산시 산형동","덕빈북도 약산시 약산2동","덕빈북도 약산시 산형동 | 덕빈북도 약산시 약산2동","[-29168,53863]; [-29176,57190]"
"능곡로","#7777aa","1376m","덕빈북도 약산시 산형동","덕빈북도 선곡군 해로면 해로리","덕빈북도 약산시 산형동 | 덕빈북도 선곡군 해로면 해로리","[-28714,53889]; [-29982,53872]; [-30077,53923]"
"바명로","#7777aa","4018m","덕빈북도 약산시 산형동","덕빈북도 약산시 약산2동(고곡동)","덕빈북도 약산시 산형동 | 덕빈북도 약산시 약산2동(고곡동) | 덕빈북도 약산시(고곡동) | 덕빈북도 약산시 산형동(대염동)","[-29605,53906]; [-29562,57241]; [-29965,57670]; [-29965,57764]"
"와산로","#7777aa","2831m","효빈광역시 탄성군 도향면 미로리","덕빈북도 선곡군 해로면 해로리","효빈광역시 탄성군 도향면 미로리 | 덕빈북도 선곡군 해로면 해로리 | 덕빈북도 약산시 산형동(매목동)","[-27102,54403]; [-29725,54386]; [-29914,54472]"
"우석로","#7777aa","3211m","덕빈북도 약산시 역성동(석동동)","덕빈북도 선곡군 해로면 해로리","덕빈북도 약산시 역성동(석동동) | 덕빈북도 선곡군 해로면 해로리 | 덕빈북도 약산시 산형동(체신동)","[-27453,55526]; [-29803,55501]; [-29798,55499]; [-30040,55548]; [-30519,55372]; [-30616,55390]"
"약산서성로","#7777aa","3382m","덕빈북도 약산시 역성동(역석동)","덕빈북도 약산시 약산2동(고곡동)","덕빈북도 약산시 역성동(역석동) | 덕빈북도 약산시 약산2동(고곡동) | 덕빈북도 약산시 산형동(후작동)","[-26113,57167]; [-29495,57203]"
"보녕로","#7777aa","5337m","덕빈북도 약산시 역성동(석동동)","덕빈북도 약산시 우부동","덕빈북도 약산시 역성동(석동동) | 덕빈북도 약산시 약산1동(보녕동) | 덕빈북도 약산시 우부동 | 덕빈북도 약산시 역성동(역석동)","[-27040,55827]; [-27022,59277]; [-26234,60992]"
"역석로","#7777aa","1758m","덕빈북도 약산시 역성동(석동동)","덕빈북도 약산시 역성동(역석동)","덕빈북도 약산시 역성동(석동동) | 덕빈북도 약산시 역성동(역석동)","[-26618,56105]; [-26618,56135]; [-26610,57863]"
"흥통로","#7777aa","3454m","덕빈북도 약산시 역성동(역석동)","덕빈북도 약산시 약산2동(고곡동)","덕빈북도 약산시 역성동(역석동) | 덕빈북도 약산시 약산2동(고곡동) | 덕빈북도 약산시 산형동(후작동)","[-26143,56767]; [-29597,56767]"
"채촌로","#7777aa","4003m","덕빈북도 선곡군 해로면 명전리","덕빈북도 약산시 우부동(상수구동)","덕빈북도 선곡군 해로면 명전리 | 덕빈북도 약산시 삼미동(염원동) | 덕빈북도 약산시 우부동(상수구동) | 덕빈북도 약산시 삼미동(북천동)","[-30361,57803]; [-30367,59046]; [-30446,59325]; [-28785,60247]; [-28519,59743]"
"산석로","#7777aa","3170m","덕빈북도 약산시 약산1동(보녕동)","덕빈북도 약산시 삼미동(염원동)","덕빈북도 약산시 약산1동(보녕동) | 덕빈북도 약산시 삼미동(염원동) | 덕빈북도 약산시 약산2동(약산동)","[-27452,58901]; [-30622,58937]"
"통주로","#7777aa","2086m","덕빈북도 약산시 약산1동(약산동)","덕빈북도 약산시 우부동(상수구동)","덕빈북도 약산시 약산1동(약산동) | 덕빈북도 약산시 우부동(상수구동)","[-28137,57785]; [-28119,59380]; [-28385,59792]"
"욱상로","#7777aa","1084m","덕빈북도 약산시 화소읍 하내장리","덕빈북도 약산시 우부동","덕빈북도 약산시 화소읍 하내장리 | 덕빈북도 약산시 우부동","[-25676,59562]; [-26646,60047]"
"낭곡로","#7777aa","9585m","덕빈북도 약산시 성가면 성가리","덕빈북도 약산시 홍하면 평야리","덕빈북도 약산시 성가면 성가리 | 덕빈북도 약산시 성가면 당림리 | 덕빈북도 약산시 화소읍 화소리 | 덕빈북도 약산시 홍하면 홍하리 | 덕빈북도 약산시 홍하면 평야리","[-21632,61374]; [-22414,64006]; [-22881,65194]; [-23359,66097]; [-24390,66685]; [-24923,67152]; [-26269,68450]; [-26450,68516]; [-26838,68553]; [-27008,68644]"
"조태로","#7777aa","2269m","덕빈북도 약산시 장곡읍 장곡리","덕빈북도 약산시 홍하면 황천리","덕빈북도 약산시 장곡읍 장곡리 | 덕빈북도 약산시 홍하면 황천리","[-27026,71208]; [-26438,70881]; [-26402,70748]; [-26366,70275]; [-26008,69438]; [-25966,69377]"
"근상로","#7777aa","3300m","덕빈북도 약산시 근강면 근강리","덕빈북도 약산시 근강면 근강리","덕빈북도 약산시 근강면 근강리 | 덕빈북도 약산시 근강면 건상리","[-24673,70473]; [-24244,70213]; [-23791,70428]; [-23011,70473]; [-21529,70156]"
"중철로","#7777aa","2035m","덕빈북도 약산시 근강면 근강리","덕빈북도 약산시 근강면 건상리","덕빈북도 약산시 근강면 근강리 | 덕빈북도 약산시 근강면 건상리","[-23248,70541]; [-23135,71107]; [-22434,72385]"
"배홍로","#7777aa","3473m","덕빈북도 약산시 근강면 지전리","덕빈북도 약산시 근강면 지전리","덕빈북도 약산시 근강면 지전리 | 덕빈북도 약산시 근강면 건상리","[-21608,71978]; [-23271,72566]; [-24786,73358]"
"궁상로","#7777aa","2003m","덕빈북도 천주시 궁하구 궁하1동(궁하동)","덕빈북도 천주시 궁하구 궁하1동(궁하동)","덕빈북도 천주시 궁하구 궁하1동(궁하동)","[-21631,74591]; [-21631,76594]"
"장곡궁하로","#7777aa","4231m","덕빈북도 천주시 궁하구 궁하2동(궁하동)","덕빈북도 약산시 장곡읍 무기리","덕빈북도 천주시 궁하구 궁하2동(궁하동) | 덕빈북도 약산시 장곡읍 무기리 | 덕빈북도 약산시 장곡읍 입주리","[-21597,76232]; [-25827,76313]"
"무기로","#7777aa","3864m","덕빈북도 천주시 궁하구 궁하2동(궁하동)","덕빈북도 약산시 장곡읍 무기리","덕빈북도 천주시 궁하구 궁하2동(궁하동) | 덕빈북도 천주시 궁하구 궁하1동(궁하동) | 덕빈북도 약산시 장곡읍 장선리 | 덕빈북도 약산시 장곡읍 무기리 | 덕빈북도 약산시 장곡읍 입주리","[-22049,77083]; [-22287,77173]; [-23520,77252]; [-24210,77422]; [-25872,77365]"
"장근로","#7777aa","3865m","덕빈북도 약산시 근강면 지전리","덕빈북도 천주시 궁하구 궁하1동(궁하동)","덕빈북도 약산시 근강면 지전리 | 덕빈북도 천주시 궁하구 궁하1동(궁하동) | 덕빈북도 천주시 궁하구 근강면 지전리","[-23780,72928]; [-23090,74241]; [-22740,75134]; [-22400,75621]; [-21631,75610]; [-21656,75664]"
"늑마로","#7777aa","5059m","덕빈북도 약산시 근강면 지전리","덕빈북도 약산시 장곡읍 장곡리","덕빈북도 약산시 근강면 지전리 | 덕빈북도 약산시 장곡읍 마현리 | 덕빈북도 약산시 장곡읍 장곡리","[-22776,72984]; [-24207,73736]; [-25375,73768]; [-26007,73168]; [-26631,73672]; [-27134,73344]"
"자언로","#7777aa","2404m","덕빈북도 약산시 장곡읍 장선리","덕빈북도 약산시 장곡읍 무기리","덕빈북도 약산시 장곡읍 장선리 | 덕빈북도 약산시 장곡읍 무기리","[-23466,78733]; [-25869,78673]"
"현천로","#7777aa","6595m","덕빈북도 약산시 장곡읍 장곡리","덕빈북도 약산시 장곡읍 무기리","덕빈북도 약산시 장곡읍 장곡리 | 덕빈북도 약산시 장곡읍 마현리 | 덕빈북도 약산시 장곡읍 무기리","[-26481,73732]; [-25794,74672]; [-25377,75673]; [-25302,79166]; [-25347,80017]"
"처구로","#7777aa","2290m","효빈광역시 탄성군 정근면 익목리","효빈광역시 탄성군 정근면 구생리","효빈광역시 탄성군 정근면 익목리 | 효빈광역시 탄성군 정근면 구생리 | 효빈광역시 탄성군 정근면 처구리","[-27351,49160]; [-26207,51144]"
"두미로","#7777aa","2769m","효빈광역시 탄성군 도향면 영왕리","효빈광역시 탄성군 정근면 구생리","효빈광역시 탄성군 도향면 영왕리 | 효빈광역시 탄성군 정근면 익목리 | 효빈광역시 탄성군 정근면 구생리","[-25431,47096]; [-25031,48160]; [-24999,49792]"
"염곡중앙로","#7777aa","7394m","덕빈북도 기도군 주길면 원청리","덕빈북도 기도군 진경면 기선리","덕빈북도 기도군 주길면 원청리 | 덕빈북도 기도군 염곡면 염곡리 | 덕빈북도 기도군 진경면 기선리","[-16240,11936]; [-16192,17760]; [-15408,19120]"
"공금로","#7777aa","3111m","덕빈북도 기도군 주길면 원청리","덕빈북도 기도군 하포면 미기리","덕빈북도 기도군 주길면 원청리 | 덕빈북도 기도군 하포면 미기리","[-14832,12272]; [-15248,11936]; [-17824,11952]"
"남곡로","#7777aa","2390m","덕빈북도 기도군 하포면 미기리","덕빈북도 기도군 염곡면 시도리","덕빈북도 기도군 하포면 미기리 | 덕빈북도 기도군 염곡면 시도리","[-17744,11536]; [-17920,12464]; [-18048,13904]"
"어군로","#7777aa","7777m","덕빈북도 기도군 진경면 기선리","덕빈북도 기도군 염곡면 신산리","덕빈북도 기도군 진경면 기선리 | 덕빈북도 기도군 염곡면 염곡리 | 덕빈북도 기도군 염곡면 풍야리 | 덕빈북도 기도군 염곡면 신산리","[-14455,17120]; [-16918,18535]; [-17580,18866]; [-18398,17396]; [-18591,17102]; [-19013,16771]; [-19500,16514]; [-19565,16293]; [-19592,15448]"
"청상로","#7777aa","4330m","덕빈북도 기도군 염곡면 염곡리","덕빈북도 기도군 염곡면 신산리","덕빈북도 기도군 염곡면 염곡리 | 덕빈북도 기도군 염곡면 주양리 | 덕빈북도 기도군 염곡면 신산리","[-15981,19142]; [-17240,16909]; [-17488,16532]; [-17892,16468]; [-18306,16725]; [-18563,17056]"
"문향로","#7777aa","2732m","덕빈북도 기도군 염곡면 염곡리","덕빈북도 기도군 진경면 기선리","덕빈북도 기도군 염곡면 염곡리 | 덕빈북도 기도군 진경면 기선리","[-15264,16532]; [-15264,17534]; [-14483,19078]"
"주길로","#7777aa","2463m","덕빈북도 기도군 주길면 원청리","덕빈북도 기도군 주길면 원청리","덕빈북도 기도군 주길면 원청리 | 덕빈북도 기도군 주길면 주길리","[-13794,15282]; [-13757,12819]"
"죽구로","#7777aa","1809m","덕빈북도 기도군 주길면 원청리","덕빈북도 기도군 주길면 죽구리","덕빈북도 기도군 주길면 원청리 | 덕빈북도 기도군 주길면 죽구리","[-11827,13481]; [-11652,15282]"
"미기로","#7777aa","1755m","덕빈북도 기도군 주길면 동금보리","덕빈북도 기도군 하포면 미기리","덕빈북도 기도군 주길면 동금보리 | 덕빈북도 기도군 하포면 미기리","[-16146,12755]; [-17901,12737]"
"공항로","#7777aa","13552m","덕빈북도 기도군 주길면 주길리","효빈광역시 북구 고송1동(고송동)","덕빈북도 기도군 주길면 주길리 | 덕빈북도 기도군 주길면 원청리 | 덕빈북도 기도군 주길면 동금보리 | 덕빈북도 기도군 염곡면 시도리 | 덕빈북도 기도군 염곡면 주양리 | 덕빈북도 기도군 염곡면 신산리 | 덕빈북도 기도군 염곡면 중만리 | 효빈광역시 북구 고송1동(고송동) | 덕빈북도 기도군 염곡면 염곡리","[-12495,15272]; [-12617,13646]; [-12750,13290]; [-13693,12900]; [-14336,12475]; [-14743,12231]; [-15048,12437]; [-16557,13376]; [-17204,13779]; [-17500,14096]; [-18079,13800]; [-18486,14409]; [-18949,14902]; [-19026,15001]; [-19395,15112]; [-19425,15266]; [-19455,15506]; [-19635,15652]; [-20389,15644]; [-20449,15386]; [-20904,15408]; [-22126,15712]"
"만당로","#7777aa","4361m","덕빈북도 기도군 염곡면 신산리","덕빈북도 기도군 염곡면 풍야리","덕빈북도 기도군 염곡면 신산리 | 덕빈북도 기도군 염곡면 풍야리","[-20377,15614]; [-20351,15862]; [-19811,16685]; [-19318,16895]; [-18988,17187]; [-18439,18066]; [-18169,18752]; [-18164,19129]"
"야부로","#7777aa","2947m","덕빈북도 기도군 염곡면 풍야리","덕빈북도 기도군 염곡면 주양리","덕빈북도 기도군 염곡면 풍야리 | 덕빈북도 기도군 염곡면 주양리","[-16642,19125]; [-18079,16552]"
"기도대로","#7777aa","8069m","덕빈북도 기도군 주길면 죽구리","덕빈북도 기도군 염곡면 주양리","덕빈북도 기도군 주길면 죽구리 | 덕빈북도 기도군 주길면 주길리 | 덕빈북도 기도군 주길면 동금보리 | 덕빈북도 기도군 염곡면 주양리 | 덕빈북도 기도군 주길면 원청리 | 덕빈북도 기도군 염곡면 염곡리 | 덕빈북도 기도군 염곡면 시도리","[-10833,13251]; [-13530,13757]; [-15013,14117]; [-16947,14559]; [-17770,14773]; [-18293,14808]; [-18653,14555]"
