시설물명,종류,인접도로명,이격거리(px),상세주소,위도,경도
"항동세영리첼아파트(2028예정)","일반건물","운양로","110","효빈광역시 남구 항1동(항동1가)","-32011","10685"
"부한역","지하철역","곽산로","3","효빈광역시 남구 평당7동(평당동)","-36315","10688"
"평곡역","지하철역","곽산로","2","효빈광역시 남구 평당6동(평당동)","-34665","10693"
"남구선관위역","지하철역","곽산로","2","효빈광역시 남구 평당6동(평당동)","-35056","10693"
"효빈항동부역","지하철역","효빈항로","22","효빈광역시 남구 항1동(항동1가)","-31356","10782"
"평당6동행정복지센터","일반건물","평당동서3로","63","효빈광역시 남구 평당6동(평당동)","-34799","10804"
"대택아파트","일반건물","평당동서3로","98","효빈광역시 남구 평당6동(평당동)","-34960","10824"
"애마초","일반건물","평당북로","106","효빈광역시 남구 고당동(평당동)","-33347","10829"
"빙천역","지하철역","고성로","24","효빈광역시 남구 고당동(고간동)","-33670","10869"
"세이라아파트","일반건물","운양로","82","효빈광역시 남구 항1동(항동1가)","-31980","10885"
"평당라피아노2단지","일반건물","중앙로","103","효빈광역시 남구 어간3동(운양동)","-32341","10895"
"평당주공1단지","일반건물","평당북로","135","효빈광역시 남구 고당동(평당동)","-33106","10911"
"평당지원더뷰아파트","일반건물","남구청로","215","효빈광역시 남구 평당6동(평당동)","-34323","10917"
"평당라피아노1단지","일반건물","우포로","82","효빈광역시 남구 고당동(평당동)","-32850","10987"
"능남공원","일반건물","문화로","48","효빈광역시 남구 평당7동(평당동)","-36033","10993"
"능남역","지하철역","문화로","19","효빈광역시 남구 평당7동(평당동)","-35966","10994"
"평당아이파크2단지","일반건물","평당중앙로","153","효빈광역시 남구 평당7동(평당동)","-35598","11006"
"능남아파트","일반건물","평당동서2로","92","효빈광역시 남구 평당7동(평당동)","-35848","11022"
"평당휴엔하임아파트","일반건물","효빈공단로","55","효빈광역시 남구 어간3동(운양동)","-32531","11024"
"운양중앙역","지하철역","효빈공단로","26","효빈광역시 남구 어간3동(운양동)","-32450","11025"
"평당아이파크1단지","일반건물","평당역로","152","효빈광역시 남구 평당6동(평당동)","-35265","11043"
"항동희가로아파트","일반건물","운양로","50","효빈광역시 남구 항1동(항동1가)","-31845","11057"
"중천초","일반건물","중앙로","43","효빈광역시 남구 항1동(항동1가)","-32194","11069"
"설채초","일반건물","평당동서3로","71","효빈광역시 남구 평당6동(평당동)","-34931","11090"
"고당동행정복지센터","일반건물","평당북로","34","효빈광역시 남구 고당동(고간동)","-33276","11102"
"평당해안아파트(예정)","일반건물","기계산업로","113","효빈광역시 남구 평당7동(평당동)","-36421","11117"
"서신포역","지하철역","어간로","17","효빈광역시 남구 항1동(항동1가)","-31610","11171"
"평당주공2단지","일반건물","청련로","122","효빈광역시 남구 고당동(평당동)","-33091","11188"
"효빈무역회관","일반건물","효빈항로","190","효빈광역시 남구 항1동(항동1가)","-31225","11241"
"항1동행정복지센터","일반건물","어간로","43","효빈광역시 남구 항1동(항동1가)","-31669","11252"
"소안고","일반건물","고간로","72","효빈광역시 남구 평당6동(평당동)","-35001","11275"
"효빈항물류지구역","지하철역","효빈항로","101","효빈광역시 남구 항1동(항동1가)","-31318","11287"
"평당6동주민센터역","지하철역","고간로","3","효빈광역시 남구 평당6동(평당동)","-35307","11344"
"산리아파트","일반건물","고간로","60","효빈광역시 남구 평당6동(평당동)","-35442","11407"
"평당주공3단지","일반건물","고간로","73","효빈광역시 남구 고당동(고간동)","-33048","11418"
"앵판초","일반건물","문화로","9","효빈광역시 남구 평당6동(평당동)","-35999","11420"
"평남중","일반건물","기계산업로","58","효빈광역시 남구 평당6동(평당동)","-35856","11452"
"효빈남초","일반건물","평당관통로","62","효빈광역시 남구 고당동(고간동)","-33367","11563"
"분덕역","지하철역","효빈항로","58","효빈광역시 남구 항1동(항동1가)","-31387","11593"
"타운힐스평당아파트","일반건물","고성로","167","효빈광역시 남구 고당동(고간동)","-33864","11619"
"남구초","일반건물","기계산업로","93","효빈광역시 남구 고당동(고간동)","-34196","11628"
"씨파라디아아파트","일반건물","우포로","61","효빈광역시 남구 고당동(평당동)","-32832","11639"
"고간중","일반건물","고성로","74","효빈광역시 남구 고당동(고간동)","-33623","11649"
"리어공원","일반건물","기계산업로","24","효빈광역시 남구 고당동(고간동)","-34080","11670"
"포장초","일반건물","평당동서2로","92","효빈광역시 남구 평당6동(평당동)","-35849","11676"
"박산정광플러스원아파트","일반건물","효빈공단로","115","효빈광역시 남구 월천동(박산동)","-32597","11679"
"평당우방아이유쉘아파트","일반건물","평당중앙2로","53","효빈광역시 남구 평당6동(평당동)","-36094","11700"
"고당역","지하철역","고성로","4","효빈광역시 남구 고당동(고간동)","-33701","11710"
"평당이라이아파트","일반건물","평당동서2로","68","효빈광역시 남구 평당6동(평당동)","-35690","11724"
"효빈남고","일반건물","고당로","66","효빈광역시 남구 고당동(고간동)","-33357","11755"
"운촌역","지하철역","고당로","11","효빈광역시 남구 월천동","-32469","11826"
"평당풍림아이원아파트","일반건물","고당로","86","효빈광역시 남구 고당동(고간동)","-33803","11911"
"자이르네평당아파트","일반건물","고당로","96","효빈광역시 남구 고당동(고간동)","-34006","11922"
"항동문화회관역","지하철역","어간로","74","효빈광역시 남구 항1동(항동1가)","-31548","11963"
"평당두레라움아파트","일반건물","평당동서2로","112","효빈광역시 남구 평당6동(평당동)","-35875","12041"
"강번공원","일반건물","기계산업로","239","효빈광역시 남구 고당동(고간동)","-33868","12072"
"박산더웰아파트(2026예정)","일반건물","우포로","113","효빈광역시 남구 월천동(박산동)","-32835","12220"
"박산역","지하철역","효빈공단로","11","효빈광역시 남구 월천동(박산동)","-32473","12330"
"내항비치아파트 1단지","일반건물","내항로","285","효빈광역시 중구 내항동","-30945","12440"
"내항비치아파트2단지(2030)","일반건물","내항로","172","효빈광역시 중구 내항동","-30692","12553"
"월천역","지하철역","중앙로","17","효빈광역시 남구 월천동","-31272","12658"
"사야역","지하철역","고성로","22","효빈광역시 남구 월천동(박산동)","-33169","12711"
"이파공원","일반건물","기계산업로","75","효빈광역시 남구 월천동(포장동)","-34038","12743"
"박산중고","일반건물","우포로","31","효빈광역시 남구 월천동(박산동)","-32576","12809"
"갑문역","지하철역","중보로","11","효빈광역시 중구 내항동(명일동)","-31041","12848"
"동신역","지하철역","오주로","135","효빈광역시 남구 월천동","-31895","12874"
"기아자동차 효빈공장","일반건물","평당북로","293","효빈광역시 남구 월천동(포장동)","-33541","12915"
"내항관광단지","일반건물","내항로","72","효빈광역시 중구 내항동","-29649","12935"
"박산중고등학교역","지하철역","효빈공단로","11","효빈광역시 남구 월천동(박산동)","-32472","12937"
"명일역","지하철역","중보로","14","효빈광역시 중구 내항동(명일동)","-30742","12965"
"박산초","일반건물","효빈공단로","51","효빈광역시 남구 월천동(박산동)","-32534","13158"
"내항주공1단지","일반건물","중앙로","204","효빈광역시 중구 내항동(명일동)","-31007","13178"
"내항중","일반건물","내항남북로","217","효빈광역시 중구 내항동(명일동)","-30762","13210"
"월천초","일반건물","입빈로","111","효빈광역시 남구 월천동(박산동)","-32251","13240"
"한화솔루션 효빈공장","일반건물","내항남북로","126","효빈광역시 남구 월천동(박산동)","-33121","13275"
"5호선 청덕차량기지","일반건물","노현로","110","효빈광역시 서구 청덕1동(청덕동)","-25856","13309"
"효빈교통공사 5호선 청덕차량기지","일반건물","노현로","118","효빈광역시 서구 청덕1동(청덕동)","-25868","13314"
"내항역","지하철역","중보로","14","효빈광역시 중구 내항동","-30427","13347"
"청덕공원역","지하철역","과진로","10","효빈광역시 서구 청덕1동(청덕동)","-25607","13358"
"7호선 내항차량기지","일반건물","내항동서로","122","효빈광역시 중구 내항동","-29905","13392"
"HD현대중공업","일반건물","내항남북로","197","효빈광역시 남구 월천동(포장동)","-34322","13400"
"현대중공업 효빈공장","일반건물","내항남북로","197","효빈광역시 남구 월천동(포장동)","-34322","13400"
"청덕초","일반건물","과진로","65","효빈광역시 서구 청덕1동(청덕동)","-25552","13404"
"청덕대아","일반건물","과진로","124","효빈광역시 서구 청덕1동(청덕동)","-25493","13547"
"웰천아시아아파트","일반건물","효빈공단로","112","효빈광역시 남구 월천동(신흥동)","-32368","13566"
"월천주공","일반건물","십덕로","153","효빈광역시 남구 월천동","-31433","13578"
"내항시장","일반건물","십덕로","146","효빈광역시 중구 내항동","-30206","13581"
"내항시장역","지하철역","십덕로","108","효빈광역시 중구 내항동","-30264","13619"
"버거킹 월천DT점","일반건물","십덕로","67","효빈광역시 남구 월천동","-31692","13665"
"신흥역","지하철역","우포로","14","효빈광역시 남구 월천동(신흥동)","-32602","13672"
"십덕역","지하철역","중앙로","1","효빈광역시 중구 고도동(십덕동)","-30967","13749"
"금호타이어효빈공장","일반건물","평당북로","68","효빈광역시 남구 월천동(신흥동)","-33319","13763"
"내항동행정복지센터","일반건물","십덕로","49","효빈광역시 중구 내항동","-30255","13776"
"만마루역","지하철역","심동로","4","효빈광역시 중구 내항동","-30048","13797"
"월천지웰","일반건물","오주로","90","효빈광역시 남구 월천동","-31852","13804"
"내항초","일반건물","십덕로","115","효빈광역시 중구 내항동","-30542","13843"
"청덕역 한신더휴 아파트(2027예정)","일반건물","실능로","126","효빈광역시 서구 청덕1동(청덕동)","-25426","13895"
